transaction_id,project_name,district,price,area_sqft,psf,sale_date,sale_type,tenure
TXN00901,Parkview Residences,D14,2080000,1408.0,1477.27,2021-11-21,Resale,99 yrs
TXN00758,The Arcadia,D10,970000,715.0,1356.64,2023-01-10,Sub Sale,99 yrs
TXN00337,Lakeside Grandeur,D22,1150000,651.22,1765.93,2023-07-19,Sub Sale,99 yrs
TXN01494,Marina Heights,D01,2000000,1448.0,1381.22,2023-12-28,Resale,99 yrs
TXN01711,Marina Heights,D01,2640000,1570.0,1681.53,2024-06-07,Resale,99 yrs
TXN01186,Orchard Grand,D09,1820000,1317.5,1381.4,2023-03-06,Resale,Freehold
TXN01713,Orchard Grand,D09,1940000,1361.0,1425.42,2021-08-17,New Sale,99 yrs
TXN00921,Cedar Park,D16,640000,542.5,1179.72,2023-11-05,Resale,Freehold
TXN00334,Orchard Grand,D09,2010000,945.07,2126.83,2023-11-25,Resale,99 yrs
TXN00857,The Seaview Residences,D15,2200000,1946.11,1130.46,2024-02-25,Sub Sale,99 yrs
TXN00995,Rivervale Gardens,D19,1920000,1405.77,1365.8,2023-11-12,New Sale,99 yrs
TXN01673,Lakeside Grandeur,D22,3170000,1377.78,2300.8,2025-11-09,Resale,Freehold
TXN01436,Parkview Residences,D14,2290000,1188.0,1927.61,2021-10-07,New Sale,99 yrs
TXN01742,Cedar Park,D16,1250000,824.51,1516.04,2023-05-05,Resale,99 yrs
TXN00583,Parkview Residences,D14,3080000,1865.38,1651.13,2022-06-26,New Sale,Freehold
TXN01459,The Arcadia,D10,2270000,1702.85,1333.06,2024-07-02,Sub Sale,Freehold
TXN01015,Cedar Park,D16,2340000,1571.53,1489.0,2023-10-21,New Sale,99 yrs
TXN00023,The Arcadia,D10,1560000,1401.46,1113.13,2021-04-13,Resale,Freehold
TXN00739,Orchard Grand,D09,1910000,1633.0,1169.63,2021-05-30,Resale,99 yrs
TXN00778,Harbourfront Suites,D04,940000,530.66,1771.38,2023-11-06,New Sale,99 yrs
TXN01346,Parkview Residences,D14,1810000,888.02,2038.24,2024-04-08,New Sale,99 yrs
TXN00292,Lakeside Grandeur,D22,930000,457.47,2032.94,2022-01-14,Sub Sale,99 yrs
TXN00225,The Seaview Residences,D15,1570000,1026.0,1530.21,2025-03-06,New Sale,Freehold
TXN00352,Harbourfront Suites,D04,1170000,1049.48,1114.84,2023-08-06,Resale,99 yrs
TXN00254,Lakeside Grandeur,D22,1640000,697.5,2351.25,2024-06-12,Sub Sale,99 yrs
TXN00603,Harbourfront Suites,D04,2440000,1161.42,2100.87,2021-05-10,Sub Sale,99 yrs
TXN00751,The Botanica,D23,1650000,1443.44,1143.1,2025-08-28,Sub Sale,99 yrs
TXN00581,The Arcadia,D10,3030000,1815.0,1669.42,2021-05-05,Resale,Freehold
TXN00636,Cedar Park,D16,1290000,796.53,1619.53,2021-03-29,Sub Sale,Freehold
TXN01404,Rivervale Gardens,D19,1640000,866.0,1893.76,2022-06-05,New Sale,99 yrs
TXN01489,The Seaview Residences,D15,780000,654.45,1191.85,2025-01-01,Sub Sale,99 yrs
TXN01105,Harbourfront Suites,D04,3680000,2066.0,1781.22,2024-05-31,Resale,Freehold
TXN00283,Parkview Residences,D14,830000,574.0,1445.99,2025-02-08,New Sale,99 yrs
TXN00367,Lakeside Grandeur,D22,2180000,1362.71,1599.75,2021-02-02,Sub Sale,99 yrs
TXN01569,Emerald Vista,D21,2700000,1838.47,1468.61,2021-10-31,New Sale,99 yrs
TXN00592,Skyline Residences,D19,4030000,2035.0,1980.34,2024-08-19,New Sale,Freehold
TXN00899,Harbourfront Suites,D04,1390000,1231.39,1128.81,2023-11-08,Resale,Freehold
TXN00710,Emerald Vista,D21,1190000,666.29,1786.02,2022-08-25,New Sale,Freehold
TXN01209,Orchard Grand,D09,1680000,769.62,2182.9,2023-07-31,Sub Sale,Freehold
TXN01338,Rivervale Gardens,D19,1250000,542.5,2304.15,2021-07-10,Sub Sale,99 yrs
TXN00439,Cedar Park,D16,2040000,912.78,2234.93,2022-05-03,Resale,99 yrs
TXN00368,The Arcadia,D10,2590000,2055.9,1259.79,2025-08-22,New Sale,99 yrs
TXN00784,Lakeside Grandeur,D22,3180000,1416.53,2244.92,2023-11-29,Sub Sale,Freehold
TXN00463,Emerald Vista,D21,940000,492.99,1906.75,2022-03-12,Resale,99 yrs
TXN00529,The Botanica,D23,840000,511.0,1643.84,2025-01-29,Resale,99 yrs
TXN00102,Cedar Park,D16,1460000,745.94,1957.27,2023-07-04,Resale,99 yrs
TXN00968,Orchard Grand,D09,2970000,1387.47,2140.59,2023-12-20,Sub Sale,99 yrs
TXN00983,Marina Heights,D01,2340000,1175.0,1991.49,2022-10-15,Resale,99 yrs
TXN00635,Marina Heights,D01,1530000,738.4,2072.04,2024-10-30,New Sale,Freehold
TXN00936,Orchard Grand,D09,1460000,962.29,1517.21,2025-12-14,Resale,Freehold
TXN01364,Emerald Vista,D21,1770000,922.47,1918.77,2021-07-31,New Sale,99 yrs
TXN01161,Harbourfront Suites,D04,1580000,1059.0,1491.97,2023-07-16,Resale,99 yrs
TXN00090,Lakeside Grandeur,D22,2910000,1281.98,2269.93,2023-04-26,New Sale,Freehold
TXN01361,The Seaview Residences,D15,790000,469.31,1683.34,2024-05-13,Sub Sale,99 yrs
TXN01190,Emerald Vista,D21,1130000,951.53,1187.56,2022-08-01,New Sale,Freehold
TXN00764,Lakeside Grandeur,D22,3520000,1566.15,2247.55,2024-08-24,Sub Sale,Freehold
TXN01230,Orchard Grand,D09,1240000,688.89,1800.0,2024-11-04,Sub Sale,Freehold
TXN01022,Emerald Vista,D21,3070000,2133.4,1439.01,2021-02-17,Sub Sale,99 yrs
TXN00290,The Botanica,D23,1840000,945.07,1946.94,2021-01-30,Sub Sale,Freehold
TXN00883,Lakeside Grandeur,D22,1140000,657.67,1733.38,2022-03-28,Resale,Freehold
TXN01255,The Arcadia,D10,1710000,1530.0,1117.65,2022-01-30,New Sale,Freehold
TXN00232,Marina Heights,D01,1360000,1033.33,1316.13,2021-08-12,Sub Sale,Freehold
TXN00720,Parkview Residences,D14,690000,482.22,1430.87,2021-08-01,Resale,Freehold
TXN00704,Skyline Residences,D19,930000,734.1,1266.86,2022-06-13,Sub Sale,Freehold
TXN00612,The Seaview Residences,D15,1530000,1321.81,1157.51,2022-05-25,Resale,Freehold
TXN01182,Parkview Residences,D14,1780000,922.47,1929.61,2024-03-08,New Sale,99 yrs
TXN00562,Lakeside Grandeur,D22,1410000,680.0,2073.53,2023-12-25,Resale,Freehold
TXN00058,Parkview Residences,D14,1010000,585.56,1724.86,2021-05-23,Resale,Freehold
TXN01613,Emerald Vista,D21,1130000,677.05,1669.01,2024-04-11,New Sale,99 yrs
TXN00683,The Arcadia,D10,1860000,964.45,1928.57,2023-06-06,New Sale,99 yrs
TXN00698,Emerald Vista,D21,2120000,1314.0,1613.39,2022-02-28,New Sale,Freehold
TXN01016,Harbourfront Suites,D04,2670000,1387.47,1924.37,2021-12-26,New Sale,99 yrs
TXN00037,Lakeside Grandeur,D22,990000,708.26,1397.78,2023-06-19,Sub Sale,Freehold
TXN00293,The Botanica,D23,2600000,2055.9,1264.65,2025-12-24,New Sale,Freehold
TXN01120,The Seaview Residences,D15,630000,528.51,1192.04,2025-08-05,Sub Sale,Freehold
TXN01085,Emerald Vista,D21,1120000,866.49,1292.57,2023-04-02,New Sale,Freehold
TXN01530,Cedar Park,D16,1650000,759.0,2173.91,2022-09-29,Resale,99 yrs
TXN01197,The Seaview Residences,D15,1220000,722.26,1689.15,2025-10-05,New Sale,Freehold
TXN00777,Cedar Park,D16,3770000,1664.1,2265.49,2022-11-02,New Sale,Freehold
TXN00511,Orchard Grand,D09,1010000,673.82,1498.92,2022-04-11,Resale,99 yrs
TXN00673,Skyline Residences,D19,2890000,1497.0,1930.53,2021-03-02,Resale,99 yrs
TXN00115,Parkview Residences,D14,2270000,1198.02,1894.79,2021-10-12,New Sale,Freehold
TXN01511,Orchard Grand,D09,1310000,823.44,1590.89,2024-12-25,Sub Sale,99 yrs
TXN01072,Lakeside Grandeur,D22,1950000,1019.0,1913.64,2025-08-25,New Sale,Freehold
TXN01269,Rivervale Gardens,D19,1370000,719.03,1905.35,2025-07-25,New Sale,Freehold
TXN01567,Parkview Residences,D14,2670000,1413.3,1889.2,2025-12-18,Sub Sale,99 yrs
TXN00401,Orchard Grand,D09,1150000,538.19,2136.77,2022-05-17,Sub Sale,Freehold
TXN01500,Lakeside Grandeur,D22,1030000,514.51,2001.89,2022-09-02,New Sale,Freehold
TXN00123,Parkview Residences,D14,3280000,1610.28,2036.91,2024-08-10,Resale,99 yrs
TXN01078,Skyline Residences,D19,2300000,975.21,2358.47,2025-07-05,Resale,Freehold
TXN01329,Lakeside Grandeur,D22,3210000,2027.92,1582.9,2022-11-14,New Sale,99 yrs
TXN00503,Skyline Residences,D19,1150000,829.9,1385.71,2023-02-11,Sub Sale,Freehold
TXN00096,Orchard Grand,D09,2570000,1338.0,1920.78,2022-06-19,New Sale,Freehold
TXN00154,Skyline Residences,D19,1340000,931.0,1439.31,2023-04-19,Sub Sale,99 yrs
TXN00767,The Seaview Residences,D15,1150000,1035.49,1110.59,2021-04-23,Sub Sale,99 yrs
TXN01372,Lakeside Grandeur,D22,1280000,656.0,1951.22,2024-01-04,Sub Sale,Freehold
TXN00480,Rivervale Gardens,D19,2320000,1101.15,2106.89,2024-05-16,Resale,99 yrs
TXN01274,Skyline Residences,D19,2260000,1358.4,1663.72,2023-05-21,Sub Sale,Freehold
TXN01139,Cedar Park,D16,1300000,842.81,1542.45,2022-11-14,New Sale,Freehold
TXN01390,The Seaview Residences,D15,1720000,921.39,1866.75,2022-02-07,Resale,Freehold
TXN01686,Emerald Vista,D21,650000,479.0,1356.99,2025-05-08,Sub Sale,Freehold
TXN00040,Harbourfront Suites,D04,3280000,1780.0,1842.7,2024-01-30,New Sale,99 yrs
TXN00644,The Botanica,D23,3290000,1383.16,2378.61,2023-07-03,Sub Sale,Freehold
TXN00947,Lakeside Grandeur,D22,870000,465.0,1870.97,2022-01-06,New Sale,Freehold
TXN00349,Cedar Park,D16,1650000,1173.27,1406.33,2025-09-20,Sub Sale,99 yrs
TXN01092,Rivervale Gardens,D19,1590000,676.0,2352.07,2021-01-08,New Sale,99 yrs
TXN00144,The Arcadia,D10,900000,559.72,1607.94,2021-03-05,Sub Sale,Freehold
TXN00657,Parkview Residences,D14,900000,600.63,1498.44,2022-09-03,Resale,Freehold
TXN00046,Skyline Residences,D19,3040000,1486.49,2045.08,2024-10-19,Resale,Freehold
TXN00042,Parkview Residences,D14,1690000,791.15,2136.14,2025-08-11,Sub Sale,Freehold
TXN00937,Skyline Residences,D19,1410000,989.2,1425.39,2022-12-17,Sub Sale,Freehold
TXN00496,The Botanica,D23,2370000,1345.49,1761.44,2022-09-09,New Sale,99 yrs
TXN01747,Skyline Residences,D19,910000,520.97,1746.73,2022-01-29,Resale,99 yrs
TXN00271,Lakeside Grandeur,D22,1620000,1446.67,1119.81,2022-12-24,Resale,Freehold
TXN00041,Orchard Grand,D09,2050000,1317.5,1555.98,2023-11-09,New Sale,99 yrs
TXN01734,The Seaview Residences,D15,980000,596.0,1644.3,2021-12-14,Resale,Freehold
TXN00379,Marina Heights,D01,1730000,1150.66,1503.48,2023-02-16,New Sale,99 yrs
TXN00197,Emerald Vista,D21,1960000,850.0,2305.88,2023-01-16,Sub Sale,99 yrs
TXN01029,The Seaview Residences,D15,1090000,787.0,1385.01,2024-11-16,New Sale,99 yrs
TXN01527,Parkview Residences,D14,1390000,989.0,1405.46,2022-06-13,Sub Sale,Freehold
TXN01227,The Arcadia,D10,2200000,1427.0,1541.7,2023-10-26,Sub Sale,99 yrs
TXN00821,Parkview Residences,D14,3030000,1411.15,2147.19,2023-08-07,Sub Sale,Freehold
TXN00660,Skyline Residences,D19,1250000,697.5,1792.11,2023-12-11,Sub Sale,99 yrs
TXN00906,The Botanica,D23,1200000,664.13,1806.87,2022-12-24,New Sale,Freehold
TXN00272,Emerald Vista,D21,1610000,676.0,2381.66,2022-01-06,New Sale,99 yrs
TXN01683,The Botanica,D23,2510000,1434.83,1749.34,2024-12-30,New Sale,Freehold
TXN01655,Lakeside Grandeur,D22,2310000,1420.0,1626.76,2023-05-26,Sub Sale,Freehold
TXN00734,Parkview Residences,D14,2080000,1383.0,1503.98,2023-07-10,Sub Sale,99 yrs
TXN01666,Emerald Vista,D21,1440000,850.35,1693.42,2021-08-02,New Sale,Freehold
TXN01213,Harbourfront Suites,D04,3900000,1904.13,2048.18,2021-06-02,Sub Sale,99 yrs
TXN00329,Skyline Residences,D19,720000,529.58,1359.56,2022-06-18,New Sale,Freehold
TXN01555,The Botanica,D23,1140000,477.0,2389.94,2021-08-24,Sub Sale,Freehold
TXN01580,The Seaview Residences,D15,3230000,1649.03,1958.73,2025-09-16,Resale,99 yrs
TXN01382,Emerald Vista,D21,3570000,1705.0,2093.84,2025-07-15,New Sale,99 yrs
TXN01149,Rivervale Gardens,D19,1030000,536.04,1921.49,2025-09-04,Resale,Freehold
TXN00502,Skyline Residences,D19,3040000,1284.13,2367.36,2022-07-22,New Sale,99 yrs
TXN00654,Cedar Park,D16,1570000,1384.24,1134.2,2025-11-21,New Sale,Freehold
TXN01109,Emerald Vista,D21,2620000,1216.0,2154.61,2023-10-23,Sub Sale,Freehold
TXN01694,Lakeside Grandeur,D22,1500000,903.09,1660.96,2022-08-18,Resale,Freehold
TXN01250,The Botanica,D23,3080000,2088.2,1474.96,2022-04-23,New Sale,Freehold
TXN00556,Rivervale Gardens,D19,3710000,1990.0,1864.32,2023-05-13,Sub Sale,99 yrs
TXN00548,Skyline Residences,D19,1510000,912.78,1654.29,2022-07-16,Sub Sale,Freehold
TXN00521,Skyline Residences,D19,2090000,911.0,2294.18,2023-02-20,Resale,Freehold
TXN00693,Skyline Residences,D19,3040000,1618.0,1878.86,2022-06-07,New Sale,Freehold
TXN00141,Orchard Grand,D09,1190000,658.75,1806.45,2021-01-08,New Sale,99 yrs
TXN00803,Skyline Residences,D19,950000,644.76,1473.42,2024-09-17,Resale,99 yrs
TXN00922,Skyline Residences,D19,1520000,694.27,2189.35,2025-07-12,Sub Sale,99 yrs
TXN00661,The Botanica,D23,1060000,678.0,1563.42,2023-10-23,New Sale,99 yrs
TXN01164,Orchard Grand,D09,1210000,539.27,2243.77,2024-02-20,Sub Sale,99 yrs
TXN01629,The Arcadia,D10,1220000,578.02,2110.65,2025-09-24,Resale,99 yrs
TXN00443,Marina Heights,D01,1750000,1051.0,1665.08,2021-01-03,Sub Sale,99 yrs
TXN00526,Orchard Grand,D09,1070000,527.43,2028.7,2025-03-05,New Sale,Freehold
TXN00950,Skyline Residences,D19,1070000,820.21,1304.55,2021-07-07,Resale,Freehold
TXN01733,Rivervale Gardens,D19,1580000,707.0,2234.79,2021-03-17,New Sale,Freehold
TXN00249,Harbourfront Suites,D04,990000,861.0,1149.83,2022-10-26,Sub Sale,Freehold
TXN00600,Harbourfront Suites,D04,3250000,1568.3,2072.31,2023-09-06,Resale,99 yrs
TXN01419,The Botanica,D23,900000,545.73,1649.17,2025-12-20,Sub Sale,Freehold
TXN01590,Emerald Vista,D21,580000,523.0,1108.99,2024-03-31,New Sale,99 yrs
TXN01581,The Seaview Residences,D15,1690000,755.63,2236.56,2022-09-09,New Sale,Freehold
TXN00149,Parkview Residences,D14,1290000,745.94,1729.37,2021-02-10,Resale,99 yrs
TXN00362,Parkview Residences,D14,3830000,1660.87,2306.02,2025-10-27,New Sale,99 yrs
TXN00317,Cedar Park,D16,1110000,927.85,1196.32,2023-02-19,New Sale,99 yrs
TXN01399,Skyline Residences,D19,760000,531.74,1429.28,2022-05-26,Sub Sale,99 yrs
TXN01065,Emerald Vista,D21,1690000,951.53,1776.09,2022-08-31,Sub Sale,99 yrs
TXN01669,Lakeside Grandeur,D22,2990000,1471.0,2032.63,2023-06-03,New Sale,99 yrs
TXN00117,Emerald Vista,D21,2940000,1226.01,2398.03,2021-08-22,Sub Sale,99 yrs
TXN00495,Cedar Park,D16,1750000,1058.09,1653.92,2021-03-07,Resale,Freehold
TXN01135,Skyline Residences,D19,1290000,656.6,1964.67,2021-10-20,Resale,Freehold
TXN00189,Skyline Residences,D19,2750000,1275.52,2155.98,2022-10-19,Resale,99 yrs
TXN00172,The Arcadia,D10,1470000,663.06,2217.01,2022-09-09,Sub Sale,99 yrs
TXN01430,Lakeside Grandeur,D22,740000,642.6,1151.56,2021-03-10,Sub Sale,99 yrs
TXN00893,Marina Heights,D01,3380000,1780.35,1898.5,2025-05-25,Resale,Freehold
TXN01054,The Seaview Residences,D15,1660000,693.2,2394.71,2023-11-27,New Sale,99 yrs
TXN00014,Harbourfront Suites,D04,2010000,1221.0,1646.19,2023-07-28,Resale,99 yrs
TXN00033,Skyline Residences,D19,1050000,711.49,1475.77,2021-07-25,Resale,99 yrs
TXN01697,Emerald Vista,D21,1120000,572.64,1955.86,2024-08-21,Sub Sale,99 yrs
TXN00085,Cedar Park,D16,1140000,711.49,1602.26,2022-05-24,Sub Sale,99 yrs
TXN00569,Skyline Residences,D19,3190000,1461.74,2182.33,2021-11-16,Sub Sale,99 yrs
TXN00360,Parkview Residences,D14,1840000,908.47,2025.38,2023-05-03,New Sale,Freehold
TXN00565,The Arcadia,D10,1920000,1631.0,1177.19,2024-07-28,New Sale,Freehold
TXN00524,Lakeside Grandeur,D22,1190000,882.0,1349.21,2025-09-04,Sub Sale,99 yrs
TXN00473,Emerald Vista,D21,1690000,1126.98,1499.58,2022-07-18,Sub Sale,99 yrs
TXN00886,The Botanica,D23,1370000,739.48,1852.65,2023-07-11,Resale,Freehold
TXN00315,Harbourfront Suites,D04,4080000,1926.74,2117.57,2025-04-14,Resale,Freehold
TXN01578,The Botanica,D23,840000,581.25,1445.16,2023-11-28,New Sale,99 yrs
TXN00604,Skyline Residences,D19,2420000,1214.17,1993.13,2021-10-18,Resale,Freehold
TXN00168,Orchard Grand,D09,1680000,824.51,2037.56,2024-07-16,Sub Sale,Freehold
TXN00997,Cedar Park,D16,2590000,1416.53,1828.41,2024-09-08,Resale,99 yrs
TXN01448,Rivervale Gardens,D19,2700000,1583.37,1705.22,2022-11-25,Resale,Freehold
TXN01553,The Botanica,D23,920000,629.69,1461.04,2023-04-15,Sub Sale,99 yrs
TXN00351,Marina Heights,D01,1820000,1425.14,1277.07,2021-11-07,Resale,Freehold
TXN00873,Lakeside Grandeur,D22,1120000,829.9,1349.57,2023-08-06,Sub Sale,Freehold
TXN01347,Orchard Grand,D09,2710000,1359.48,1993.41,2022-01-27,Resale,Freehold
TXN01745,Parkview Residences,D14,1700000,763.0,2228.05,2024-03-04,New Sale,Freehold
TXN01079,Cedar Park,D16,1580000,720.1,2194.12,2021-01-13,Sub Sale,99 yrs
TXN00457,Marina Heights,D01,710000,608.16,1167.46,2021-04-04,Resale,Freehold
TXN00136,Parkview Residences,D14,1490000,692.12,2152.81,2022-09-28,Sub Sale,99 yrs
TXN01484,Emerald Vista,D21,3140000,1402.54,2238.8,2022-07-15,Sub Sale,Freehold
TXN00915,Lakeside Grandeur,D22,3160000,1814.79,1741.24,2021-11-10,Sub Sale,Freehold
TXN00434,The Botanica,D23,920000,517.74,1776.94,2021-09-01,Sub Sale,99 yrs
TXN01034,Harbourfront Suites,D04,1750000,1022.57,1711.37,2024-08-16,Resale,Freehold
TXN00466,Marina Heights,D01,1300000,745.94,1742.77,2025-06-11,New Sale,Freehold
TXN01202,Rivervale Gardens,D19,2950000,2080.66,1417.82,2023-05-17,Sub Sale,Freehold
TXN00119,Harbourfront Suites,D04,920000,504.83,1822.41,2021-05-08,New Sale,99 yrs
TXN01028,Cedar Park,D16,1190000,714.72,1664.98,2023-02-24,Sub Sale,Freehold
TXN00237,Skyline Residences,D19,1090000,797.6,1366.59,2022-06-22,Sub Sale,99 yrs
TXN00383,The Seaview Residences,D15,3410000,1685.63,2022.99,2023-02-23,New Sale,99 yrs
TXN00199,Harbourfront Suites,D04,2020000,1078.0,1873.84,2022-12-24,New Sale,99 yrs
TXN01068,Skyline Residences,D19,1900000,988.0,1923.08,2021-05-31,Resale,99 yrs
TXN00539,Lakeside Grandeur,D22,1050000,498.37,2106.87,2021-05-01,New Sale,99 yrs
TXN01674,Skyline Residences,D19,1630000,1355.18,1202.8,2023-03-05,Resale,Freehold
